"Rune ID","Name","Tier","Stars","Activity","Effect Type","Bonus Value (%)","Description"
"T8_RUNE_LEATHER_COPY_1STAR","T8 Leather Rune of Duplication (1 Star)",8,1,"Leather","Duplication",36,"Increases Leather Duplication by 36%"
"T8_RUNE_LEATHER_COPY_2STAR","T8 Leather Rune of Duplication (2 Star)",8,2,"Leather","Duplication",38,"Increases Leather Duplication by 38%"
"T8_RUNE_LEATHER_COPY_3STAR","T8 Leather Rune of Duplication (3 Star)",8,3,"Leather","Duplication",40,"Increases Leather Duplication by 40%"
"T9_RUNE_LEATHER_COPY_1STAR","T9 Leather Rune of Duplication (1 Star)",9,1,"Leather","Duplication",41,"Increases Leather Duplication by 41%"
"T9_RUNE_LEATHER_COPY_2STAR","T9 Leather Rune of Duplication (2 Star)",9,2,"Leather","Duplication",43,"Increases Leather Duplication by 43%"
"T9_RUNE_LEATHER_COPY_3STAR","T9 Leather Rune of Duplication (3 Star)",9,3,"Leather","Duplication",45,"Increases Leather Duplication by 45%"
"T10_RUNE_LEATHER_COPY_1STAR","T10 Leather Rune of Duplication (1 Star)",10,1,"Leather","Duplication",46,"Increases Leather Duplication by 46%"
"T10_RUNE_LEATHER_COPY_2STAR","T10 Leather Rune of Duplication (2 Star)",10,2,"Leather","Duplication",48,"Increases Leather Duplication by 48%"
"T10_RUNE_LEATHER_COPY_3STAR","T10 Leather Rune of Duplication (3 Star)",10,3,"Leather","Duplication",50,"Increases Leather Duplication by 50%"
"T1_RUNE_LEATHER_EFF_1STAR","T1 Leather Rune of Efficiency (1 Star)",1,1,"Leather","Efficiency",1,"Increases speed by 1%"
"T1_RUNE_LEATHER_EFF_2STAR","T1 Leather Rune of Efficiency (2 Star)",1,2,"Leather","Efficiency",3,"Increases speed by 3%"
"T1_RUNE_LEATHER_EFF_3STAR","T1 Leather Rune of Efficiency (3 Star)",1,3,"Leather","Efficiency",5,"Increases speed by 5%"
"T2_RUNE_LEATHER_EFF_1STAR","T2 Leather Rune of Efficiency (1 Star)",2,1,"Leather","Efficiency",6,"Increases speed by 6%"
"T2_RUNE_LEATHER_EFF_2STAR","T2 Leather Rune of Efficiency (2 Star)",2,2,"Leather","Efficiency",8,"Increases speed by 8%"
"T2_RUNE_LEATHER_EFF_3STAR","T2 Leather Rune of Efficiency (3 Star)",2,3,"Leather","Efficiency",10,"Increases speed by 10%"
"T3_RUNE_LEATHER_EFF_1STAR","T3 Leather Rune of Efficiency (1 Star)",3,1,"Leather","Efficiency",11,"Increases speed by 11%"
"T3_RUNE_LEATHER_EFF_2STAR","T3 Leather Rune of Efficiency (2 Star)",3,2,"Leather","Efficiency",13,"Increases speed by 13%"
"T3_RUNE_LEATHER_EFF_3STAR","T3 Leather Rune of Efficiency (3 Star)",3,3,"Leather","Efficiency",15,"Increases speed by 15%"
"T4_RUNE_LEATHER_EFF_1STAR","T4 Leather Rune of Efficiency (1 Star)",4,1,"Leather","Efficiency",16,"Increases speed by 16%"
"T4_RUNE_LEATHER_EFF_2STAR","T4 Leather Rune of Efficiency (2 Star)",4,2,"Leather","Efficiency",18,"Increases speed by 18%"
"T4_RUNE_LEATHER_EFF_3STAR","T4 Leather Rune of Efficiency (3 Star)",4,3,"Leather","Efficiency",20,"Increases speed by 20%"
"T5_RUNE_LEATHER_EFF_1STAR","T5 Leather Rune of Efficiency (1 Star)",5,1,"Leather","Efficiency",21,"Increases speed by 21%"
"T5_RUNE_LEATHER_EFF_2STAR","T5 Leather Rune of Efficiency (2 Star)",5,2,"Leather","Efficiency",23,"Increases speed by 23%"
"T5_RUNE_LEATHER_EFF_3STAR","T5 Leather Rune of Efficiency (3 Star)",5,3,"Leather","Efficiency",25,"Increases speed by 25%"
"T6_RUNE_LEATHER_EFF_1STAR","T6 Leather Rune of Efficiency (1 Star)",6,1,"Leather","Efficiency",26,"Increases speed by 26%"
"T6_RUNE_LEATHER_EFF_2STAR","T6 Leather Rune of Efficiency (2 Star)",6,2,"Leather","Efficiency",28,"Increases speed by 28%"
"T6_RUNE_LEATHER_EFF_3STAR","T6 Leather Rune of Efficiency (3 Star)",6,3,"Leather","Efficiency",30,"Increases speed by 30%"
"T7_RUNE_LEATHER_EFF_1STAR","T7 Leather Rune of Efficiency (1 Star)",7,1,"Leather","Efficiency",31,"Increases speed by 31%"
"T7_RUNE_LEATHER_EFF_2STAR","T7 Leather Rune of Efficiency (2 Star)",7,2,"Leather","Efficiency",33,"Increases speed by 33%"
"T7_RUNE_LEATHER_EFF_3STAR","T7 Leather Rune of Efficiency (3 Star)",7,3,"Leather","Efficiency",35,"Increases speed by 35%"
"T8_RUNE_LEATHER_EFF_1STAR","T8 Leather Rune of Efficiency (1 Star)",8,1,"Leather","Efficiency",36,"Increases speed by 36%"
"T8_RUNE_LEATHER_EFF_2STAR","T8 Leather Rune of Efficiency (2 Star)",8,2,"Leather","Efficiency",38,"Increases speed by 38%"
"T8_RUNE_LEATHER_EFF_3STAR","T8 Leather Rune of Efficiency (3 Star)",8,3,"Leather","Efficiency",40,"Increases speed by 40%"
"T9_RUNE_LEATHER_EFF_1STAR","T9 Leather Rune of Efficiency (1 Star)",9,1,"Leather","Efficiency",41,"Increases speed by 41%"
"T9_RUNE_LEATHER_EFF_2STAR","T9 Leather Rune of Efficiency (2 Star)",9,2,"Leather","Efficiency",43,"Increases speed by 43%"
"T9_RUNE_LEATHER_EFF_3STAR","T9 Leather Rune of Efficiency (3 Star)",9,3,"Leather","Efficiency",45,"Increases speed by 45%"
"T10_RUNE_LEATHER_EFF_1STAR","T10 Leather Rune of Efficiency (1 Star)",10,1,"Leather","Efficiency",46,"Increases speed by 46%"
"T10_RUNE_LEATHER_EFF_2STAR","T10 Leather Rune of Efficiency (2 Star)",10,2,"Leather","Efficiency",48,"Increases speed by 48%"
"T10_RUNE_LEATHER_EFF_3STAR","T10 Leather Rune of Efficiency (3 Star)",10,3,"Leather","Efficiency",50,"Increases speed by 50%"
"T1_RUNE_CLOTH_XP_1STAR","T1 Cloth Rune of XP (1 Star)",1,1,"Cloth","XP",1,"Increases Cloth XP by 1%"
"T1_RUNE_CLOTH_XP_2STAR","T1 Cloth Rune of XP (2 Star)",1,2,"Cloth","XP",3,"Increases Cloth XP by 3%"
"T1_RUNE_CLOTH_XP_3STAR","T1 Cloth Rune of XP (3 Star)",1,3,"Cloth","XP",5,"Increases Cloth XP by 5%"
"T2_RUNE_CLOTH_XP_1STAR","T2 Cloth Rune of XP (1 Star)",2,1,"Cloth","XP",6,"Increases Cloth XP by 6%"
"T2_RUNE_CLOTH_XP_2STAR","T2 Cloth Rune of XP (2 Star)",2,2,"Cloth","XP",8,"Increases Cloth XP by 8%"
"T2_RUNE_CLOTH_XP_3STAR","T2 Cloth Rune of XP (3 Star)",2,3,"Cloth","XP",10,"Increases Cloth XP by 10%"
"T3_RUNE_CLOTH_XP_1STAR","T3 Cloth Rune of XP (1 Star)",3,1,"Cloth","XP",11,"Increases Cloth XP by 11%"
"T3_RUNE_CLOTH_XP_2STAR","T3 Cloth Rune of XP (2 Star)",3,2,"Cloth","XP",13,"Increases Cloth XP by 13%"
"T3_RUNE_CLOTH_XP_3STAR","T3 Cloth Rune of XP (3 Star)",3,3,"Cloth","XP",15,"Increases Cloth XP by 15%"
"T4_RUNE_CLOTH_XP_1STAR","T4 Cloth Rune of XP (1 Star)",4,1,"Cloth","XP",16,"Increases Cloth XP by 16%"
"T4_RUNE_CLOTH_XP_2STAR","T4 Cloth Rune of XP (2 Star)",4,2,"Cloth","XP",18,"Increases Cloth XP by 18%"
"T4_RUNE_CLOTH_XP_3STAR","T4 Cloth Rune of XP (3 Star)",4,3,"Cloth","XP",20,"Increases Cloth XP by 20%"
"T5_RUNE_CLOTH_XP_1STAR","T5 Cloth Rune of XP (1 Star)",5,1,"Cloth","XP",21,"Increases Cloth XP by 21%"
"T5_RUNE_CLOTH_XP_2STAR","T5 Cloth Rune of XP (2 Star)",5,2,"Cloth","XP",23,"Increases Cloth XP by 23%"
"T5_RUNE_CLOTH_XP_3STAR","T5 Cloth Rune of XP (3 Star)",5,3,"Cloth","XP",25,"Increases Cloth XP by 25%"
"T6_RUNE_CLOTH_XP_1STAR","T6 Cloth Rune of XP (1 Star)",6,1,"Cloth","XP",26,"Increases Cloth XP by 26%"
"T6_RUNE_CLOTH_XP_2STAR","T6 Cloth Rune of XP (2 Star)",6,2,"Cloth","XP",28,"Increases Cloth XP by 28%"
"T6_RUNE_CLOTH_XP_3STAR","T6 Cloth Rune of XP (3 Star)",6,3,"Cloth","XP",30,"Increases Cloth XP by 30%"
"T7_RUNE_CLOTH_XP_1STAR","T7 Cloth Rune of XP (1 Star)",7,1,"Cloth","XP",31,"Increases Cloth XP by 31%"
"T7_RUNE_CLOTH_XP_2STAR","T7 Cloth Rune of XP (2 Star)",7,2,"Cloth","XP",33,"Increases Cloth XP by 33%"
"T7_RUNE_CLOTH_XP_3STAR","T7 Cloth Rune of XP (3 Star)",7,3,"Cloth","XP",35,"Increases Cloth XP by 35%"
"T8_RUNE_CLOTH_XP_1STAR","T8 Cloth Rune of XP (1 Star)",8,1,"Cloth","XP",36,"Increases Cloth XP by 36%"
"T8_RUNE_CLOTH_XP_2STAR","T8 Cloth Rune of XP (2 Star)",8,2,"Cloth","XP",38,"Increases Cloth XP by 38%"
"T8_RUNE_CLOTH_XP_3STAR","T8 Cloth Rune of XP (3 Star)",8,3,"Cloth","XP",40,"Increases Cloth XP by 40%"
"T9_RUNE_CLOTH_XP_1STAR","T9 Cloth Rune of XP (1 Star)",9,1,"Cloth","XP",41,"Increases Cloth XP by 41%"
"T9_RUNE_CLOTH_XP_2STAR","T9 Cloth Rune of XP (2 Star)",9,2,"Cloth","XP",43,"Increases Cloth XP by 43%"
"T9_RUNE_CLOTH_XP_3STAR","T9 Cloth Rune of XP (3 Star)",9,3,"Cloth","XP",45,"Increases Cloth XP by 45%"
"T10_RUNE_CLOTH_XP_1STAR","T10 Cloth Rune of XP (1 Star)",10,1,"Cloth","XP",46,"Increases Cloth XP by 46%"
"T10_RUNE_CLOTH_XP_2STAR","T10 Cloth Rune of XP (2 Star)",10,2,"Cloth","XP",48,"Increases Cloth XP by 48%"
"T10_RUNE_CLOTH_XP_3STAR","T10 Cloth Rune of XP (3 Star)",10,3,"Cloth","XP",50,"Increases Cloth XP by 50%"
"T1_RUNE_CLOTH_COPY_1STAR","T1 Cloth Rune of Duplication (1 Star)",1,1,"Cloth","Duplication",1,"Increases Cloth Duplication by 1%"
"T1_RUNE_CLOTH_COPY_2STAR","T1 Cloth Rune of Duplication (2 Star)",1,2,"Cloth","Duplication",3,"Increases Cloth Duplication by 3%"
"T1_RUNE_CLOTH_COPY_3STAR","T1 Cloth Rune of Duplication (3 Star)",1,3,"Cloth","Duplication",5,"Increases Cloth Duplication by 5%"
"T2_RUNE_CLOTH_COPY_1STAR","T2 Cloth Rune of Duplication (1 Star)",2,1,"Cloth","Duplication",6,"Increases Cloth Duplication by 6%"
"T2_RUNE_CLOTH_COPY_2STAR","T2 Cloth Rune of Duplication (2 Star)",2,2,"Cloth","Duplication",8,"Increases Cloth Duplication by 8%"
"T2_RUNE_CLOTH_COPY_3STAR","T2 Cloth Rune of Duplication (3 Star)",2,3,"Cloth","Duplication",10,"Increases Cloth Duplication by 10%"
"T3_RUNE_CLOTH_COPY_1STAR","T3 Cloth Rune of Duplication (1 Star)",3,1,"Cloth","Duplication",11,"Increases Cloth Duplication by 11%"
"T3_RUNE_CLOTH_COPY_2STAR","T3 Cloth Rune of Duplication (2 Star)",3,2,"Cloth","Duplication",13,"Increases Cloth Duplication by 13%"
"T3_RUNE_CLOTH_COPY_3STAR","T3 Cloth Rune of Duplication (3 Star)",3,3,"Cloth","Duplication",15,"Increases Cloth Duplication by 15%"
"T4_RUNE_CLOTH_COPY_1STAR","T4 Cloth Rune of Duplication (1 Star)",4,1,"Cloth","Duplication",16,"Increases Cloth Duplication by 16%"
"T4_RUNE_CLOTH_COPY_2STAR","T4 Cloth Rune of Duplication (2 Star)",4,2,"Cloth","Duplication",18,"Increases Cloth Duplication by 18%"
"T4_RUNE_CLOTH_COPY_3STAR","T4 Cloth Rune of Duplication (3 Star)",4,3,"Cloth","Duplication",20,"Increases Cloth Duplication by 20%"
"T5_RUNE_CLOTH_COPY_1STAR","T5 Cloth Rune of Duplication (1 Star)",5,1,"Cloth","Duplication",21,"Increases Cloth Duplication by 21%"
"T5_RUNE_CLOTH_COPY_2STAR","T5 Cloth Rune of Duplication (2 Star)",5,2,"Cloth","Duplication",23,"Increases Cloth Duplication by 23%"
"T5_RUNE_CLOTH_COPY_3STAR","T5 Cloth Rune of Duplication (3 Star)",5,3,"Cloth","Duplication",25,"Increases Cloth Duplication by 25%"
"T6_RUNE_CLOTH_COPY_1STAR","T6 Cloth Rune of Duplication (1 Star)",6,1,"Cloth","Duplication",26,"Increases Cloth Duplication by 26%"
"T6_RUNE_CLOTH_COPY_2STAR","T6 Cloth Rune of Duplication (2 Star)",6,2,"Cloth","Duplication",28,"Increases Cloth Duplication by 28%"
"T6_RUNE_CLOTH_COPY_3STAR","T6 Cloth Rune of Duplication (3 Star)",6,3,"Cloth","Duplication",30,"Increases Cloth Duplication by 30%"
"T7_RUNE_CLOTH_COPY_1STAR","T7 Cloth Rune of Duplication (1 Star)",7,1,"Cloth","Duplication",31,"Increases Cloth Duplication by 31%"
"T7_RUNE_CLOTH_COPY_2STAR","T7 Cloth Rune of Duplication (2 Star)",7,2,"Cloth","Duplication",33,"Increases Cloth Duplication by 33%"
"T7_RUNE_CLOTH_COPY_3STAR","T7 Cloth Rune of Duplication (3 Star)",7,3,"Cloth","Duplication",35,"Increases Cloth Duplication by 35%"
"T8_RUNE_CLOTH_COPY_1STAR","T8 Cloth Rune of Duplication (1 Star)",8,1,"Cloth","Duplication",36,"Increases Cloth Duplication by 36%"
"T8_RUNE_CLOTH_COPY_2STAR","T8 Cloth Rune of Duplication (2 Star)",8,2,"Cloth","Duplication",38,"Increases Cloth Duplication by 38%"
"T8_RUNE_CLOTH_COPY_3STAR","T8 Cloth Rune of Duplication (3 Star)",8,3,"Cloth","Duplication",40,"Increases Cloth Duplication by 40%"
"T9_RUNE_CLOTH_COPY_1STAR","T9 Cloth Rune of Duplication (1 Star)",9,1,"Cloth","Duplication",41,"Increases Cloth Duplication by 41%"
"T9_RUNE_CLOTH_COPY_2STAR","T9 Cloth Rune of Duplication (2 Star)",9,2,"Cloth","Duplication",43,"Increases Cloth Duplication by 43%"
"T9_RUNE_CLOTH_COPY_3STAR","T9 Cloth Rune of Duplication (3 Star)",9,3,"Cloth","Duplication",45,"Increases Cloth Duplication by 45%"
"T10_RUNE_CLOTH_COPY_1STAR","T10 Cloth Rune of Duplication (1 Star)",10,1,"Cloth","Duplication",46,"Increases Cloth Duplication by 46%"
"T10_RUNE_CLOTH_COPY_2STAR","T10 Cloth Rune of Duplication (2 Star)",10,2,"Cloth","Duplication",48,"Increases Cloth Duplication by 48%"
"T10_RUNE_CLOTH_COPY_3STAR","T10 Cloth Rune of Duplication (3 Star)",10,3,"Cloth","Duplication",50,"Increases Cloth Duplication by 50%"
"T1_RUNE_CLOTH_EFF_1STAR","T1 Cloth Rune of Efficiency (1 Star)",1,1,"Cloth","Efficiency",1,"Increases speed by 1%"
"T1_RUNE_CLOTH_EFF_2STAR","T1 Cloth Rune of Efficiency (2 Star)",1,2,"Cloth","Efficiency",3,"Increases speed by 3%"
"T1_RUNE_CLOTH_EFF_3STAR","T1 Cloth Rune of Efficiency (3 Star)",1,3,"Cloth","Efficiency",5,"Increases speed by 5%"
"T2_RUNE_CLOTH_EFF_1STAR","T2 Cloth Rune of Efficiency (1 Star)",2,1,"Cloth","Efficiency",6,"Increases speed by 6%"
"T2_RUNE_CLOTH_EFF_2STAR","T2 Cloth Rune of Efficiency (2 Star)",2,2,"Cloth","Efficiency",8,"Increases speed by 8%"
"T2_RUNE_CLOTH_EFF_3STAR","T2 Cloth Rune of Efficiency (3 Star)",2,3,"Cloth","Efficiency",10,"Increases speed by 10%"
"T3_RUNE_CLOTH_EFF_1STAR","T3 Cloth Rune of Efficiency (1 Star)",3,1,"Cloth","Efficiency",11,"Increases speed by 11%"
"T3_RUNE_CLOTH_EFF_2STAR","T3 Cloth Rune of Efficiency (2 Star)",3,2,"Cloth","Efficiency",13,"Increases speed by 13%"
"T3_RUNE_CLOTH_EFF_3STAR","T3 Cloth Rune of Efficiency (3 Star)",3,3,"Cloth","Efficiency",15,"Increases speed by 15%"
"T4_RUNE_CLOTH_EFF_1STAR","T4 Cloth Rune of Efficiency (1 Star)",4,1,"Cloth","Efficiency",16,"Increases speed by 16%"
"T4_RUNE_CLOTH_EFF_2STAR","T4 Cloth Rune of Efficiency (2 Star)",4,2,"Cloth","Efficiency",18,"Increases speed by 18%"
"T4_RUNE_CLOTH_EFF_3STAR","T4 Cloth Rune of Efficiency (3 Star)",4,3,"Cloth","Efficiency",20,"Increases speed by 20%"
"T5_RUNE_CLOTH_EFF_1STAR","T5 Cloth Rune of Efficiency (1 Star)",5,1,"Cloth","Efficiency",21,"Increases speed by 21%"
"T5_RUNE_CLOTH_EFF_2STAR","T5 Cloth Rune of Efficiency (2 Star)",5,2,"Cloth","Efficiency",23,"Increases speed by 23%"
"T5_RUNE_CLOTH_EFF_3STAR","T5 Cloth Rune of Efficiency (3 Star)",5,3,"Cloth","Efficiency",25,"Increases speed by 25%"
"T6_RUNE_CLOTH_EFF_1STAR","T6 Cloth Rune of Efficiency (1 Star)",6,1,"Cloth","Efficiency",26,"Increases speed by 26%"
"T6_RUNE_CLOTH_EFF_2STAR","T6 Cloth Rune of Efficiency (2 Star)",6,2,"Cloth","Efficiency",28,"Increases speed by 28%"
"T6_RUNE_CLOTH_EFF_3STAR","T6 Cloth Rune of Efficiency (3 Star)",6,3,"Cloth","Efficiency",30,"Increases speed by 30%"
"T7_RUNE_CLOTH_EFF_1STAR","T7 Cloth Rune of Efficiency (1 Star)",7,1,"Cloth","Efficiency",31,"Increases speed by 31%"
"T7_RUNE_CLOTH_EFF_2STAR","T7 Cloth Rune of Efficiency (2 Star)",7,2,"Cloth","Efficiency",33,"Increases speed by 33%"
"T7_RUNE_CLOTH_EFF_3STAR","T7 Cloth Rune of Efficiency (3 Star)",7,3,"Cloth","Efficiency",35,"Increases speed by 35%"
"T8_RUNE_CLOTH_EFF_1STAR","T8 Cloth Rune of Efficiency (1 Star)",8,1,"Cloth","Efficiency",36,"Increases speed by 36%"
"T8_RUNE_CLOTH_EFF_2STAR","T8 Cloth Rune of Efficiency (2 Star)",8,2,"Cloth","Efficiency",38,"Increases speed by 38%"
"T8_RUNE_CLOTH_EFF_3STAR","T8 Cloth Rune of Efficiency (3 Star)",8,3,"Cloth","Efficiency",40,"Increases speed by 40%"
"T9_RUNE_CLOTH_EFF_1STAR","T9 Cloth Rune of Efficiency (1 Star)",9,1,"Cloth","Efficiency",41,"Increases speed by 41%"
"T9_RUNE_CLOTH_EFF_2STAR","T9 Cloth Rune of Efficiency (2 Star)",9,2,"Cloth","Efficiency",43,"Increases speed by 43%"
"T9_RUNE_CLOTH_EFF_3STAR","T9 Cloth Rune of Efficiency (3 Star)",9,3,"Cloth","Efficiency",45,"Increases speed by 45%"
"T10_RUNE_CLOTH_EFF_1STAR","T10 Cloth Rune of Efficiency (1 Star)",10,1,"Cloth","Efficiency",46,"Increases speed by 46%"
"T10_RUNE_CLOTH_EFF_2STAR","T10 Cloth Rune of Efficiency (2 Star)",10,2,"Cloth","Efficiency",48,"Increases speed by 48%"
"T10_RUNE_CLOTH_EFF_3STAR","T10 Cloth Rune of Efficiency (3 Star)",10,3,"Cloth","Efficiency",50,"Increases speed by 50%"
"T1_RUNE_EXTRACT_XP_1STAR","T1 Extract Rune of XP (1 Star)",1,1,"Extract","XP",1,"Increases Extract XP by 1%"
"T1_RUNE_EXTRACT_XP_2STAR","T1 Extract Rune of XP (2 Star)",1,2,"Extract","XP",3,"Increases Extract XP by 3%"
"T1_RUNE_EXTRACT_XP_3STAR","T1 Extract Rune of XP (3 Star)",1,3,"Extract","XP",5,"Increases Extract XP by 5%"
"T2_RUNE_EXTRACT_XP_1STAR","T2 Extract Rune of XP (1 Star)",2,1,"Extract","XP",6,"Increases Extract XP by 6%"
"T2_RUNE_EXTRACT_XP_2STAR","T2 Extract Rune of XP (2 Star)",2,2,"Extract","XP",8,"Increases Extract XP by 8%"
"T2_RUNE_EXTRACT_XP_3STAR","T2 Extract Rune of XP (3 Star)",2,3,"Extract","XP",10,"Increases Extract XP by 10%"
"T3_RUNE_EXTRACT_XP_1STAR","T3 Extract Rune of XP (1 Star)",3,1,"Extract","XP",11,"Increases Extract XP by 11%"
"T3_RUNE_EXTRACT_XP_2STAR","T3 Extract Rune of XP (2 Star)",3,2,"Extract","XP",13,"Increases Extract XP by 13%"
"T3_RUNE_EXTRACT_XP_3STAR","T3 Extract Rune of XP (3 Star)",3,3,"Extract","XP",15,"Increases Extract XP by 15%"
"T4_RUNE_EXTRACT_XP_1STAR","T4 Extract Rune of XP (1 Star)",4,1,"Extract","XP",16,"Increases Extract XP by 16%"
"T4_RUNE_EXTRACT_XP_2STAR","T4 Extract Rune of XP (2 Star)",4,2,"Extract","XP",18,"Increases Extract XP by 18%"
"T4_RUNE_EXTRACT_XP_3STAR","T4 Extract Rune of XP (3 Star)",4,3,"Extract","XP",20,"Increases Extract XP by 20%"
"T5_RUNE_EXTRACT_XP_1STAR","T5 Extract Rune of XP (1 Star)",5,1,"Extract","XP",21,"Increases Extract XP by 21%"
"T5_RUNE_EXTRACT_XP_2STAR","T5 Extract Rune of XP (2 Star)",5,2,"Extract","XP",23,"Increases Extract XP by 23%"
"T5_RUNE_EXTRACT_XP_3STAR","T5 Extract Rune of XP (3 Star)",5,3,"Extract","XP",25,"Increases Extract XP by 25%"
"T6_RUNE_EXTRACT_XP_1STAR","T6 Extract Rune of XP (1 Star)",6,1,"Extract","XP",26,"Increases Extract XP by 26%"
"T6_RUNE_EXTRACT_XP_2STAR","T6 Extract Rune of XP (2 Star)",6,2,"Extract","XP",28,"Increases Extract XP by 28%"
"T6_RUNE_EXTRACT_XP_3STAR","T6 Extract Rune of XP (3 Star)",6,3,"Extract","XP",30,"Increases Extract XP by 30%"
"T7_RUNE_EXTRACT_XP_1STAR","T7 Extract Rune of XP (1 Star)",7,1,"Extract","XP",31,"Increases Extract XP by 31%"
"T7_RUNE_EXTRACT_XP_2STAR","T7 Extract Rune of XP (2 Star)",7,2,"Extract","XP",33,"Increases Extract XP by 33%"
"T7_RUNE_EXTRACT_XP_3STAR","T7 Extract Rune of XP (3 Star)",7,3,"Extract","XP",35,"Increases Extract XP by 35%"
"T8_RUNE_EXTRACT_XP_1STAR","T8 Extract Rune of XP (1 Star)",8,1,"Extract","XP",36,"Increases Extract XP by 36%"
"T8_RUNE_EXTRACT_XP_2STAR","T8 Extract Rune of XP (2 Star)",8,2,"Extract","XP",38,"Increases Extract XP by 38%"
"T8_RUNE_EXTRACT_XP_3STAR","T8 Extract Rune of XP (3 Star)",8,3,"Extract","XP",40,"Increases Extract XP by 40%"
"T9_RUNE_EXTRACT_XP_1STAR","T9 Extract Rune of XP (1 Star)",9,1,"Extract","XP",41,"Increases Extract XP by 41%"
"T9_RUNE_EXTRACT_XP_2STAR","T9 Extract Rune of XP (2 Star)",9,2,"Extract","XP",43,"Increases Extract XP by 43%"
"T9_RUNE_EXTRACT_XP_3STAR","T9 Extract Rune of XP (3 Star)",9,3,"Extract","XP",45,"Increases Extract XP by 45%"
"T10_RUNE_EXTRACT_XP_1STAR","T10 Extract Rune of XP (1 Star)",10,1,"Extract","XP",46,"Increases Extract XP by 46%"
"T10_RUNE_EXTRACT_XP_2STAR","T10 Extract Rune of XP (2 Star)",10,2,"Extract","XP",48,"Increases Extract XP by 48%"
"T10_RUNE_EXTRACT_XP_3STAR","T10 Extract Rune of XP (3 Star)",10,3,"Extract","XP",50,"Increases Extract XP by 50%"
"T1_RUNE_EXTRACT_COPY_1STAR","T1 Extract Rune of Duplication (1 Star)",1,1,"Extract","Duplication",1,"Increases Extract Duplication by 1%"
"T1_RUNE_EXTRACT_COPY_2STAR","T1 Extract Rune of Duplication (2 Star)",1,2,"Extract","Duplication",3,"Increases Extract Duplication by 3%"
"T1_RUNE_EXTRACT_COPY_3STAR","T1 Extract Rune of Duplication (3 Star)",1,3,"Extract","Duplication",5,"Increases Extract Duplication by 5%"
"T2_RUNE_EXTRACT_COPY_1STAR","T2 Extract Rune of Duplication (1 Star)",2,1,"Extract","Duplication",6,"Increases Extract Duplication by 6%"
"T2_RUNE_EXTRACT_COPY_2STAR","T2 Extract Rune of Duplication (2 Star)",2,2,"Extract","Duplication",8,"Increases Extract Duplication by 8%"
"T2_RUNE_EXTRACT_COPY_3STAR","T2 Extract Rune of Duplication (3 Star)",2,3,"Extract","Duplication",10,"Increases Extract Duplication by 10%"
"T3_RUNE_EXTRACT_COPY_1STAR","T3 Extract Rune of Duplication (1 Star)",3,1,"Extract","Duplication",11,"Increases Extract Duplication by 11%"
"T3_RUNE_EXTRACT_COPY_2STAR","T3 Extract Rune of Duplication (2 Star)",3,2,"Extract","Duplication",13,"Increases Extract Duplication by 13%"
"T3_RUNE_EXTRACT_COPY_3STAR","T3 Extract Rune of Duplication (3 Star)",3,3,"Extract","Duplication",15,"Increases Extract Duplication by 15%"
"T4_RUNE_EXTRACT_COPY_1STAR","T4 Extract Rune of Duplication (1 Star)",4,1,"Extract","Duplication",16,"Increases Extract Duplication by 16%"
"T4_RUNE_EXTRACT_COPY_2STAR","T4 Extract Rune of Duplication (2 Star)",4,2,"Extract","Duplication",18,"Increases Extract Duplication by 18%"
"T4_RUNE_EXTRACT_COPY_3STAR","T4 Extract Rune of Duplication (3 Star)",4,3,"Extract","Duplication",20,"Increases Extract Duplication by 20%"
"T5_RUNE_EXTRACT_COPY_1STAR","T5 Extract Rune of Duplication (1 Star)",5,1,"Extract","Duplication",21,"Increases Extract Duplication by 21%"
"T5_RUNE_EXTRACT_COPY_2STAR","T5 Extract Rune of Duplication (2 Star)",5,2,"Extract","Duplication",23,"Increases Extract Duplication by 23%"
"T5_RUNE_EXTRACT_COPY_3STAR","T5 Extract Rune of Duplication (3 Star)",5,3,"Extract","Duplication",25,"Increases Extract Duplication by 25%"
"T6_RUNE_EXTRACT_COPY_1STAR","T6 Extract Rune of Duplication (1 Star)",6,1,"Extract","Duplication",26,"Increases Extract Duplication by 26%"
"T6_RUNE_EXTRACT_COPY_2STAR","T6 Extract Rune of Duplication (2 Star)",6,2,"Extract","Duplication",28,"Increases Extract Duplication by 28%"
"T6_RUNE_EXTRACT_COPY_3STAR","T6 Extract Rune of Duplication (3 Star)",6,3,"Extract","Duplication",30,"Increases Extract Duplication by 30%"
"T7_RUNE_EXTRACT_COPY_1STAR","T7 Extract Rune of Duplication (1 Star)",7,1,"Extract","Duplication",31,"Increases Extract Duplication by 31%"
"T7_RUNE_EXTRACT_COPY_2STAR","T7 Extract Rune of Duplication (2 Star)",7,2,"Extract","Duplication",33,"Increases Extract Duplication by 33%"
"T7_RUNE_EXTRACT_COPY_3STAR","T7 Extract Rune of Duplication (3 Star)",7,3,"Extract","Duplication",35,"Increases Extract Duplication by 35%"
"T8_RUNE_EXTRACT_COPY_1STAR","T8 Extract Rune of Duplication (1 Star)",8,1,"Extract","Duplication",36,"Increases Extract Duplication by 36%"
"T8_RUNE_EXTRACT_COPY_2STAR","T8 Extract Rune of Duplication (2 Star)",8,2,"Extract","Duplication",38,"Increases Extract Duplication by 38%"
