Category;Slot;Item ID;Full Name;Tier;Quality;IP;Damage;Defense;HP;Attack Speed / Speed;Crit Chance;Efficiency %;Resources Required
Hunter;BOW;T1_BOW_Q2;"Outstanding Bow";1;Outstanding;150;77.6;0;0;31.7;0;0;"20x T1_PLANK"
Hunter;BOW;T1_BOW_Q3;"Excellent Bow";1;Excellent;200;81.5;0;0;33.3;0;0;"20x T1_PLANK"
Hunter;BOW;T1_BOW_Q4;"Masterpiece Bow";1;Masterpiece;300;85.5;0;0;34.9;0;0;"20x T1_PLANK"
Hunter;BOW;T2_BOW;"Bow";2;Normal;200;89.8;0;0;36.7;0;0;"20x T2_PLANK"
Hunter;BOW;T2_BOW_Q1;"Good Bow";2;Good;220;94.3;0;0;38.5;0;0;"20x T2_PLANK"
Hunter;BOW;T2_BOW_Q2;"Outstanding Bow";2;Outstanding;250;99;0;0;40.4;0;0;"20x T2_PLANK"
Hunter;BOW;T2_BOW_Q3;"Excellent Bow";2;Excellent;300;104;0;0;42.5;0;0;"20x T2_PLANK"
Hunter;BOW;T2_BOW_Q4;"Masterpiece Bow";2;Masterpiece;400;109.2;0;0;44.6;0;0;"20x T2_PLANK"
Hunter;BOW;T3_BOW;"Bow";3;Normal;300;114.6;0;0;46.8;0;0;"20x T3_PLANK"
Hunter;BOW;T3_BOW_Q1;"Good Bow";3;Good;320;120.4;0;0;49.1;0;0;"20x T3_PLANK"
Hunter;BOW;T3_BOW_Q2;"Outstanding Bow";3;Outstanding;350;126.4;0;0;51.6;0;0;"20x T3_PLANK"
Hunter;BOW;T3_BOW_Q3;"Excellent Bow";3;Excellent;400;132.7;0;0;54.2;0;0;"20x T3_PLANK"
Hunter;BOW;T3_BOW_Q4;"Masterpiece Bow";3;Masterpiece;500;139.3;0;0;56.9;0;0;"20x T3_PLANK"
Hunter;BOW;T4_BOW;"Bow";4;Normal;400;146.3;0;0;59.7;0;0;"20x T4_PLANK"
Hunter;BOW;T4_BOW_Q1;"Good Bow";4;Good;420;153.6;0;0;62.7;0;0;"20x T4_PLANK"
Hunter;BOW;T4_BOW_Q2;"Outstanding Bow";4;Outstanding;450;161.3;0;0;65.9;0;0;"20x T4_PLANK"
Hunter;BOW;T4_BOW_Q3;"Excellent Bow";4;Excellent;500;169.4;0;0;69.1;0;0;"20x T4_PLANK"
Hunter;BOW;T4_BOW_Q4;"Masterpiece Bow";4;Masterpiece;600;177.8;0;0;72.6;0;0;"20x T4_PLANK"
Hunter;BOW;T5_BOW;"Bow";5;Normal;500;186.7;0;0;76.2;0;0;"20x T5_PLANK"
Hunter;BOW;T5_BOW_Q1;"Good Bow";5;Good;520;196.1;0;0;80;0;0;"20x T5_PLANK"
Hunter;BOW;T5_BOW_Q2;"Outstanding Bow";5;Outstanding;550;205.9;0;0;84.1;0;0;"20x T5_PLANK"
Hunter;BOW;T5_BOW_Q3;"Excellent Bow";5;Excellent;600;216.2;0;0;88.3;0;0;"20x T5_PLANK"
Hunter;BOW;T5_BOW_Q4;"Masterpiece Bow";5;Masterpiece;700;227;0;0;92.7;0;0;"20x T5_PLANK"
Hunter;BOW;T6_BOW;"Bow";6;Normal;600;238.3;0;0;97.3;0;0;"20x T6_PLANK"
Hunter;BOW;T6_BOW_Q1;"Good Bow";6;Good;620;250.2;0;0;102.2;0;0;"20x T6_PLANK"
Hunter;BOW;T6_BOW_Q2;"Outstanding Bow";6;Outstanding;650;262.7;0;0;107.3;0;0;"20x T6_PLANK"
Hunter;BOW;T6_BOW_Q3;"Excellent Bow";6;Excellent;700;275.9;0;0;112.6;0;0;"20x T6_PLANK"
Hunter;BOW;T6_BOW_Q4;"Masterpiece Bow";6;Masterpiece;800;289.7;0;0;118.3;0;0;"20x T6_PLANK"
Hunter;BOW;T7_BOW;"Bow";7;Normal;700;304.2;0;0;124.2;0;0;"20x T7_PLANK"
Hunter;BOW;T7_BOW_Q1;"Good Bow";7;Good;720;319.4;0;0;130.4;0;0;"20x T7_PLANK"
Hunter;BOW;T7_BOW_Q2;"Outstanding Bow";7;Outstanding;750;335.3;0;0;136.9;0;0;"20x T7_PLANK"
Hunter;BOW;T7_BOW_Q3;"Excellent Bow";7;Excellent;800;352.1;0;0;143.8;0;0;"20x T7_PLANK"
Hunter;BOW;T7_BOW_Q4;"Masterpiece Bow";7;Masterpiece;900;369.7;0;0;150.9;0;0;"20x T7_PLANK"
Hunter;BOW;T8_BOW;"Bow";8;Normal;800;388.2;0;0;158.5;0;0;"20x T8_PLANK"
Hunter;BOW;T8_BOW_Q1;"Good Bow";8;Good;820;407.6;0;0;166.4;0;0;"20x T8_PLANK"
Hunter;BOW;T8_BOW_Q2;"Outstanding Bow";8;Outstanding;850;428;0;0;174.7;0;0;"20x T8_PLANK"
Hunter;BOW;T8_BOW_Q3;"Excellent Bow";8;Excellent;900;449.4;0;0;183.5;0;0;"20x T8_PLANK"
Hunter;BOW;T8_BOW_Q4;"Masterpiece Bow";8;Masterpiece;1000;471.9;0;0;192.6;0;0;"20x T8_PLANK"
Hunter;BOW;T9_BOW;"Bow";9;Normal;900;495.4;0;0;202.3;0;0;"20x T9_PLANK"
Hunter;BOW;T9_BOW_Q1;"Good Bow";9;Good;920;520.2;0;0;212.4;0;0;"20x T9_PLANK"
Hunter;BOW;T9_BOW_Q2;"Outstanding Bow";9;Outstanding;950;546.2;0;0;223;0;0;"20x T9_PLANK"
Hunter;BOW;T9_BOW_Q3;"Excellent Bow";9;Excellent;1000;573.5;0;0;234.2;0;0;"20x T9_PLANK"
Hunter;BOW;T9_BOW_Q4;"Masterpiece Bow";9;Masterpiece;1100;602.2;0;0;245.9;0;0;"20x T9_PLANK"
Hunter;BOW;T10_BOW;"Bow";10;Normal;1000;632.3;0;0;258.2;0;0;"20x T10_PLANK"
Hunter;BOW;T10_BOW_Q1;"Good Bow";10;Good;1020;663.9;0;0;271.1;0;0;"20x T10_PLANK"
Hunter;BOW;T10_BOW_Q2;"Outstanding Bow";10;Outstanding;1050;697.1;0;0;284.6;0;0;"20x T10_PLANK"
Hunter;BOW;T10_BOW_Q3;"Excellent Bow";10;Excellent;1100;732;0;0;298.9;0;0;"20x T10_PLANK"
Hunter;BOW;T10_BOW_Q4;"Masterpiece Bow";10;Masterpiece;1200;768.6;0;0;313.8;0;0;"20x T10_PLANK"
Hunter;TORCH;T1_TORCH;"Torch";1;Normal;100;23.5;0;0;23.9;0;0;"20x T1_PLANK"
Hunter;TORCH;T1_TORCH_Q1;"Good Torch";1;Good;120;24.6;0;0;25.1;0;0;"20x T1_PLANK"
Hunter;TORCH;T1_TORCH_Q2;"Outstanding Torch";1;Outstanding;150;25.9;0;0;26.4;0;0;"20x T1_PLANK"
Hunter;TORCH;T1_TORCH_Q3;"Excellent Torch";1;Excellent;200;27.2;0;0;27.7;0;0;"20x T1_PLANK"
Hunter;TORCH;T1_TORCH_Q4;"Masterpiece Torch";1;Masterpiece;300;28.5;0;0;29.1;0;0;"20x T1_PLANK"
Hunter;TORCH;T2_TORCH;"Torch";2;Normal;200;29.9;0;0;30.6;0;0;"20x T2_PLANK"
Hunter;TORCH;T2_TORCH_Q1;"Good Torch";2;Good;220;31.4;0;0;32.1;0;0;"20x T2_PLANK"
Hunter;TORCH;T2_TORCH_Q2;"Outstanding Torch";2;Outstanding;250;33;0;0;33.7;0;0;"20x T2_PLANK"
Hunter;TORCH;T2_TORCH_Q3;"Excellent Torch";2;Excellent;300;34.7;0;0;35.4;0;0;"20x T2_PLANK"
Hunter;TORCH;T2_TORCH_Q4;"Masterpiece Torch";2;Masterpiece;400;36.4;0;0;37.1;0;0;"20x T2_PLANK"
Hunter;TORCH;T3_TORCH;"Torch";3;Normal;300;38.2;0;0;39;0;0;"20x T3_PLANK"
Hunter;TORCH;T3_TORCH_Q1;"Good Torch";3;Good;320;40.1;0;0;41;0;0;"20x T3_PLANK"
Hunter;TORCH;T3_TORCH_Q2;"Outstanding Torch";3;Outstanding;350;42.1;0;0;43;0;0;"20x T3_PLANK"
Hunter;TORCH;T3_TORCH_Q3;"Excellent Torch";3;Excellent;400;44.2;0;0;45.1;0;0;"20x T3_PLANK"
Hunter;TORCH;T3_TORCH_Q4;"Masterpiece Torch";3;Masterpiece;500;46.4;0;0;47.4;0;0;"20x T3_PLANK"
Hunter;TORCH;T4_TORCH;"Torch";4;Normal;400;48.8;0;0;49.8;0;0;"20x T4_PLANK"
Hunter;TORCH;T4_TORCH_Q1;"Good Torch";4;Good;420;51.2;0;0;52.3;0;0;"20x T4_PLANK"
Hunter;TORCH;T4_TORCH_Q2;"Outstanding Torch";4;Outstanding;450;53.8;0;0;54.9;0;0;"20x T4_PLANK"
Hunter;TORCH;T4_TORCH_Q3;"Excellent Torch";4;Excellent;500;56.5;0;0;57.6;0;0;"20x T4_PLANK"
Hunter;TORCH;T4_TORCH_Q4;"Masterpiece Torch";4;Masterpiece;600;59.3;0;0;60.5;0;0;"20x T4_PLANK"
Hunter;TORCH;T5_TORCH;"Torch";5;Normal;500;62.2;0;0;63.5;0;0;"20x T5_PLANK"
Hunter;TORCH;T5_TORCH_Q1;"Good Torch";5;Good;520;65.4;0;0;66.7;0;0;"20x T5_PLANK"
Hunter;TORCH;T5_TORCH_Q2;"Outstanding Torch";5;Outstanding;550;68.6;0;0;70;0;0;"20x T5_PLANK"
Hunter;TORCH;T5_TORCH_Q3;"Excellent Torch";5;Excellent;600;72.1;0;0;73.5;0;0;"20x T5_PLANK"
Hunter;TORCH;T5_TORCH_Q4;"Masterpiece Torch";5;Masterpiece;700;75.7;0;0;77.2;0;0;"20x T5_PLANK"
Hunter;TORCH;T6_TORCH;"Torch";6;Normal;600;79.4;0;0;81.1;0;0;"20x T6_PLANK"
Hunter;TORCH;T6_TORCH_Q1;"Good Torch";6;Good;620;83.4;0;0;85.1;0;0;"20x T6_PLANK"
Hunter;TORCH;T6_TORCH_Q2;"Outstanding Torch";6;Outstanding;650;87.6;0;0;89.4;0;0;"20x T6_PLANK"
Hunter;TORCH;T6_TORCH_Q3;"Excellent Torch";6;Excellent;700;92;0;0;93.9;0;0;"20x T6_PLANK"
Hunter;TORCH;T6_TORCH_Q4;"Masterpiece Torch";6;Masterpiece;800;96.6;0;0;98.6;0;0;"20x T6_PLANK"
Hunter;TORCH;T7_TORCH;"Torch";7;Normal;700;101.4;0;0;103.5;0;0;"20x T7_PLANK"
Hunter;TORCH;T7_TORCH_Q1;"Good Torch";7;Good;720;106.5;0;0;108.7;0;0;"20x T7_PLANK"
Hunter;TORCH;T7_TORCH_Q2;"Outstanding Torch";7;Outstanding;750;111.8;0;0;114.1;0;0;"20x T7_PLANK"
Hunter;TORCH;T7_TORCH_Q3;"Excellent Torch";7;Excellent;800;117.4;0;0;119.8;0;0;"20x T7_PLANK"
Hunter;TORCH;T7_TORCH_Q4;"Masterpiece Torch";7;Masterpiece;900;123.2;0;0;125.8;0;0;"20x T7_PLANK"
Hunter;TORCH;T8_TORCH;"Torch";8;Normal;800;129.4;0;0;132.1;0;0;"20x T8_PLANK"
Hunter;TORCH;T8_TORCH_Q1;"Good Torch";8;Good;820;135.9;0;0;138.7;0;0;"20x T8_PLANK"
Hunter;TORCH;T8_TORCH_Q2;"Outstanding Torch";8;Outstanding;850;142.7;0;0;145.6;0;0;"20x T8_PLANK"
Hunter;TORCH;T8_TORCH_Q3;"Excellent Torch";8;Excellent;900;149.8;0;0;152.9;0;0;"20x T8_PLANK"
Hunter;TORCH;T8_TORCH_Q4;"Masterpiece Torch";8;Masterpiece;1000;157.3;0;0;160.5;0;0;"20x T8_PLANK"
Hunter;TORCH;T9_TORCH;"Torch";9;Normal;900;165.1;0;0;168.6;0;0;"20x T9_PLANK"
Hunter;TORCH;T9_TORCH_Q1;"Good Torch";9;Good;920;173.4;0;0;177;0;0;"20x T9_PLANK"
Hunter;TORCH;T9_TORCH_Q2;"Outstanding Torch";9;Outstanding;950;182.1;0;0;185.8;0;0;"20x T9_PLANK"
Hunter;TORCH;T9_TORCH_Q3;"Excellent Torch";9;Excellent;1000;191.2;0;0;195.1;0;0;"20x T9_PLANK"
Hunter;TORCH;T9_TORCH_Q4;"Masterpiece Torch";9;Masterpiece;1100;200.7;0;0;204.9;0;0;"20x T9_PLANK"
Hunter;TORCH;T10_TORCH;"Torch";10;Normal;1000;210.8;0;0;215.1;0;0;"20x T10_PLANK"
Hunter;TORCH;T10_TORCH_Q1;"Good Torch";10;Good;1020;221.3;0;0;225.9;0;0;"20x T10_PLANK"
Hunter;TORCH;T10_TORCH_Q2;"Outstanding Torch";10;Outstanding;1050;232.4;0;0;237.2;0;0;"20x T10_PLANK"
Hunter;TORCH;T10_TORCH_Q3;"Excellent Torch";10;Excellent;1100;244;0;0;249;0;0;"20x T10_PLANK"
Hunter;TORCH;T10_TORCH_Q4;"Masterpiece Torch";10;Masterpiece;1200;256.2;0;0;261.5;0;0;"20x T10_PLANK"
Hunter;LEATHER_ARMOR;T1_LEATHER_ARMOR;"Leather Armor";1;Normal;100;0;40.1;160.2;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_ARMOR;T1_LEATHER_ARMOR_Q1;"Good Leather Armor";1;Good;120;0;42.1;168.2;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_ARMOR;T1_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";1;Outstanding;150;0;44.2;176.7;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_ARMOR;T1_LEATHER_ARMOR_Q3;"Excellent Leather Armor";1;Excellent;200;0;46.4;185.5;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_ARMOR;T1_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";1;Masterpiece;300;0;48.7;194.8;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_ARMOR;T2_LEATHER_ARMOR;"Leather Armor";2;Normal;200;0;51.1;204.5;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_ARMOR;T2_LEATHER_ARMOR_Q1;"Good Leather Armor";2;Good;220;0;53.7;214.7;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_ARMOR;T2_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";2;Outstanding;250;0;56.4;225.5;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_ARMOR;T2_LEATHER_ARMOR_Q3;"Excellent Leather Armor";2;Excellent;300;0;59.2;236.7;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_ARMOR;T2_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";2;Masterpiece;400;0;62.1;248.6;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_ARMOR;T3_LEATHER_ARMOR;"Leather Armor";3;Normal;300;0;65.3;261;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_ARMOR;T3_LEATHER_ARMOR_Q1;"Good Leather Armor";3;Good;320;0;68.5;274.1;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_ARMOR;T3_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";3;Outstanding;350;0;71.9;287.8;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_ARMOR;T3_LEATHER_ARMOR_Q3;"Excellent Leather Armor";3;Excellent;400;0;75.5;302.2;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_ARMOR;T3_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";3;Masterpiece;500;0;79.3;317.3;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_ARMOR;T4_LEATHER_ARMOR;"Leather Armor";4;Normal;400;0;83.3;333.1;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_ARMOR;T4_LEATHER_ARMOR_Q1;"Good Leather Armor";4;Good;420;0;87.4;349.8;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_ARMOR;T4_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";4;Outstanding;450;0;91.8;367.3;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_ARMOR;T4_LEATHER_ARMOR_Q3;"Excellent Leather Armor";4;Excellent;500;0;96.4;385.6;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_ARMOR;T4_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";4;Masterpiece;600;0;101.2;404.9;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_ARMOR;T5_LEATHER_ARMOR;"Leather Armor";5;Normal;500;0;106.3;425.2;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_ARMOR;T5_LEATHER_ARMOR_Q1;"Good Leather Armor";5;Good;520;0;111.6;446.4;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_ARMOR;T5_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";5;Outstanding;550;0;117.2;468.7;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_ARMOR;T5_LEATHER_ARMOR_Q3;"Excellent Leather Armor";5;Excellent;600;0;123;492.2;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_ARMOR;T5_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";5;Masterpiece;700;0;129.2;516.8;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_ARMOR;T6_LEATHER_ARMOR;"Leather Armor";6;Normal;600;0;135.7;542.6;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_ARMOR;T6_LEATHER_ARMOR_Q1;"Good Leather Armor";6;Good;620;0;142.4;569.7;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_ARMOR;T6_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";6;Outstanding;650;0;149.6;598.2;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_ARMOR;T6_LEATHER_ARMOR_Q3;"Excellent Leather Armor";6;Excellent;700;0;157;628.1;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_ARMOR;T6_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";6;Masterpiece;800;0;164.9;659.6;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_ARMOR;T7_LEATHER_ARMOR;"Leather Armor";7;Normal;700;0;173.1;692.5;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_ARMOR;T7_LEATHER_ARMOR_Q1;"Good Leather Armor";7;Good;720;0;181.8;727.2;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_ARMOR;T7_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";7;Outstanding;750;0;190.9;763.5;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_ARMOR;T7_LEATHER_ARMOR_Q3;"Excellent Leather Armor";7;Excellent;800;0;200.4;801.7;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_ARMOR;T7_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";7;Masterpiece;900;0;210.4;841.8;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_ARMOR;T8_LEATHER_ARMOR;"Leather Armor";8;Normal;800;0;221;883.9;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_ARMOR;T8_LEATHER_ARMOR_Q1;"Good Leather Armor";8;Good;820;0;232;928.1;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_ARMOR;T8_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";8;Outstanding;850;0;243.6;974.5;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_ARMOR;T8_LEATHER_ARMOR_Q3;"Excellent Leather Armor";8;Excellent;900;0;255.8;1023.2;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_ARMOR;T8_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";8;Masterpiece;1000;0;268.6;1074.3;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_ARMOR;T9_LEATHER_ARMOR;"Leather Armor";9;Normal;900;0;282;1128.1;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_ARMOR;T9_LEATHER_ARMOR_Q1;"Good Leather Armor";9;Good;920;0;296.1;1184.5;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_ARMOR;T9_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";9;Outstanding;950;0;310.9;1243.7;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_ARMOR;T9_LEATHER_ARMOR_Q3;"Excellent Leather Armor";9;Excellent;1000;0;326.5;1305.9;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_ARMOR;T9_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";9;Masterpiece;1100;0;342.8;1371.2;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_ARMOR;T10_LEATHER_ARMOR;"Leather Armor";10;Normal;1000;0;359.9;1439.7;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_ARMOR;T10_LEATHER_ARMOR_Q1;"Good Leather Armor";10;Good;1020;0;377.9;1511.7;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_ARMOR;T10_LEATHER_ARMOR_Q2;"Outstanding Leather Armor";10;Outstanding;1050;0;396.8;1587.3;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_ARMOR;T10_LEATHER_ARMOR_Q3;"Excellent Leather Armor";10;Excellent;1100;0;416.7;1666.7;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_ARMOR;T10_LEATHER_ARMOR_Q4;"Masterpiece Leather Armor";10;Masterpiece;1200;0;437.5;1750;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_HELMET;T1_LEATHER_HELMET;"Leather Helmet";1;Normal;100;0;28.6;120.2;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_HELMET;T1_LEATHER_HELMET_Q1;"Good Leather Helmet";1;Good;120;0;30;126.2;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_HELMET;T1_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";1;Outstanding;150;0;31.5;132.5;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_HELMET;T1_LEATHER_HELMET_Q3;"Excellent Leather Helmet";1;Excellent;200;0;33.1;139.1;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_HELMET;T1_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";1;Masterpiece;300;0;34.8;146.1;0;0;0;"20x T1_LEATHER"
Hunter;LEATHER_HELMET;T2_LEATHER_HELMET;"Leather Helmet";2;Normal;200;0;36.5;153.4;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_HELMET;T2_LEATHER_HELMET_Q1;"Good Leather Helmet";2;Good;220;0;38.3;161;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_HELMET;T2_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";2;Outstanding;250;0;40.3;169.1;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_HELMET;T2_LEATHER_HELMET_Q3;"Excellent Leather Helmet";2;Excellent;300;0;42.3;177.6;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_HELMET;T2_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";2;Masterpiece;400;0;44.4;186.4;0;0;0;"20x T2_LEATHER"
Hunter;LEATHER_HELMET;T3_LEATHER_HELMET;"Leather Helmet";3;Normal;300;0;46.6;195.8;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_HELMET;T3_LEATHER_HELMET_Q1;"Good Leather Helmet";3;Good;320;0;48.9;205.5;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_HELMET;T3_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";3;Outstanding;350;0;51.4;215.8;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_HELMET;T3_LEATHER_HELMET_Q3;"Excellent Leather Helmet";3;Excellent;400;0;54;226.6;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_HELMET;T3_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";3;Masterpiece;500;0;56.7;237.9;0;0;0;"20x T3_LEATHER"
Hunter;LEATHER_HELMET;T4_LEATHER_HELMET;"Leather Helmet";4;Normal;400;0;59.5;249.8;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_HELMET;T4_LEATHER_HELMET_Q1;"Good Leather Helmet";4;Good;420;0;62.5;262.3;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_HELMET;T4_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";4;Outstanding;450;0;65.6;275.4;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_HELMET;T4_LEATHER_HELMET_Q3;"Excellent Leather Helmet";4;Excellent;500;0;68.9;289.2;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_HELMET;T4_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";4;Masterpiece;600;0;72.3;303.7;0;0;0;"20x T4_LEATHER"
Hunter;LEATHER_HELMET;T5_LEATHER_HELMET;"Leather Helmet";5;Normal;500;0;75.9;318.9;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_HELMET;T5_LEATHER_HELMET_Q1;"Good Leather Helmet";5;Good;520;0;79.7;334.8;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_HELMET;T5_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";5;Outstanding;550;0;83.7;351.6;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_HELMET;T5_LEATHER_HELMET_Q3;"Excellent Leather Helmet";5;Excellent;600;0;87.9;369.1;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_HELMET;T5_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";5;Masterpiece;700;0;92.3;387.6;0;0;0;"20x T5_LEATHER"
Hunter;LEATHER_HELMET;T6_LEATHER_HELMET;"Leather Helmet";6;Normal;600;0;96.9;407;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_HELMET;T6_LEATHER_HELMET_Q1;"Good Leather Helmet";6;Good;620;0;101.7;427.3;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_HELMET;T6_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";6;Outstanding;650;0;106.8;448.7;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_HELMET;T6_LEATHER_HELMET_Q3;"Excellent Leather Helmet";6;Excellent;700;0;112.2;471.1;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_HELMET;T6_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";6;Masterpiece;800;0;117.8;494.7;0;0;0;"20x T6_LEATHER"
Hunter;LEATHER_HELMET;T7_LEATHER_HELMET;"Leather Helmet";7;Normal;700;0;123.7;519.4;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_HELMET;T7_LEATHER_HELMET_Q1;"Good Leather Helmet";7;Good;720;0;129.9;545.4;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_HELMET;T7_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";7;Outstanding;750;0;136.3;572.6;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_HELMET;T7_LEATHER_HELMET_Q3;"Excellent Leather Helmet";7;Excellent;800;0;143.2;601.3;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_HELMET;T7_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";7;Masterpiece;900;0;150.3;631.3;0;0;0;"20x T7_LEATHER"
Hunter;LEATHER_HELMET;T8_LEATHER_HELMET;"Leather Helmet";8;Normal;800;0;157.8;662.9;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_HELMET;T8_LEATHER_HELMET_Q1;"Good Leather Helmet";8;Good;820;0;165.7;696;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_HELMET;T8_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";8;Outstanding;850;0;174;730.8;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_HELMET;T8_LEATHER_HELMET_Q3;"Excellent Leather Helmet";8;Excellent;900;0;182.7;767.4;0;0;0;"20x T8_LEATHER"
