"Rune ID","Name","Tier","Stars","Rarity","Activity","Effect Type","Bonus Value (%)","Description"
"T3_RUNE_CLOTH_COPY_2STAR","T3 Cloth Rune of Duplication (2 Star)","3","2","Rare","Cloth","Duplication","5.59","Increases Cloth Duplication by 5.59%"
"T3_RUNE_CLOTH_COPY_3STAR","T3 Cloth Rune of Duplication (3 Star)","3","3","Legendary","Cloth","Duplication","6.24","Increases Cloth Duplication by 6.24%"
"T4_RUNE_CLOTH_COPY_1STAR","T4 Cloth Rune of Duplication (1 Star)","4","1","Common","Cloth","Duplication","6.9","Increases Cloth Duplication by 6.9%"
"T4_RUNE_CLOTH_COPY_2STAR","T4 Cloth Rune of Duplication (2 Star)","4","2","Rare","Cloth","Duplication","7.55","Increases Cloth Duplication by 7.55%"
"T4_RUNE_CLOTH_COPY_3STAR","T4 Cloth Rune of Duplication (3 Star)","4","3","Legendary","Cloth","Duplication","8.21","Increases Cloth Duplication by 8.21%"
"T5_RUNE_CLOTH_COPY_1STAR","T5 Cloth Rune of Duplication (1 Star)","5","1","Common","Cloth","Duplication","8.86","Increases Cloth Duplication by 8.86%"
"T5_RUNE_CLOTH_COPY_2STAR","T5 Cloth Rune of Duplication (2 Star)","5","2","Rare","Cloth","Duplication","9.52","Increases Cloth Duplication by 9.52%"
"T5_RUNE_CLOTH_COPY_3STAR","T5 Cloth Rune of Duplication (3 Star)","5","3","Legendary","Cloth","Duplication","10.17","Increases Cloth Duplication by 10.17%"
"T6_RUNE_CLOTH_COPY_1STAR","T6 Cloth Rune of Duplication (1 Star)","6","1","Common","Cloth","Duplication","10.83","Increases Cloth Duplication by 10.83%"
"T6_RUNE_CLOTH_COPY_2STAR","T6 Cloth Rune of Duplication (2 Star)","6","2","Rare","Cloth","Duplication","11.48","Increases Cloth Duplication by 11.48%"
"T6_RUNE_CLOTH_COPY_3STAR","T6 Cloth Rune of Duplication (3 Star)","6","3","Legendary","Cloth","Duplication","12.14","Increases Cloth Duplication by 12.14%"
"T7_RUNE_CLOTH_COPY_1STAR","T7 Cloth Rune of Duplication (1 Star)","7","1","Common","Cloth","Duplication","12.79","Increases Cloth Duplication by 12.79%"
"T7_RUNE_CLOTH_COPY_2STAR","T7 Cloth Rune of Duplication (2 Star)","7","2","Rare","Cloth","Duplication","13.45","Increases Cloth Duplication by 13.45%"
"T7_RUNE_CLOTH_COPY_3STAR","T7 Cloth Rune of Duplication (3 Star)","7","3","Legendary","Cloth","Duplication","14.1","Increases Cloth Duplication by 14.1%"
"T8_RUNE_CLOTH_COPY_1STAR","T8 Cloth Rune of Duplication (1 Star)","8","1","Common","Cloth","Duplication","14.76","Increases Cloth Duplication by 14.76%"
"T8_RUNE_CLOTH_COPY_2STAR","T8 Cloth Rune of Duplication (2 Star)","8","2","Rare","Cloth","Duplication","15.41","Increases Cloth Duplication by 15.41%"
"T8_RUNE_CLOTH_COPY_3STAR","T8 Cloth Rune of Duplication (3 Star)","8","3","Legendary","Cloth","Duplication","16.07","Increases Cloth Duplication by 16.07%"
"T9_RUNE_CLOTH_COPY_1STAR","T9 Cloth Rune of Duplication (1 Star)","9","1","Common","Cloth","Duplication","16.72","Increases Cloth Duplication by 16.72%"
"T9_RUNE_CLOTH_COPY_2STAR","T9 Cloth Rune of Duplication (2 Star)","9","2","Rare","Cloth","Duplication","17.38","Increases Cloth Duplication by 17.38%"
"T9_RUNE_CLOTH_COPY_3STAR","T9 Cloth Rune of Duplication (3 Star)","9","3","Legendary","Cloth","Duplication","18.03","Increases Cloth Duplication by 18.03%"
"T10_RUNE_CLOTH_COPY_1STAR","T10 Cloth Rune of Duplication (1 Star)","10","1","Common","Cloth","Duplication","18.69","Increases Cloth Duplication by 18.69%"
"T10_RUNE_CLOTH_COPY_2STAR","T10 Cloth Rune of Duplication (2 Star)","10","2","Rare","Cloth","Duplication","19.34","Increases Cloth Duplication by 19.34%"
"T10_RUNE_CLOTH_COPY_3STAR","T10 Cloth Rune of Duplication (3 Star)","10","3","Legendary","Cloth","Duplication","20","Increases Cloth Duplication by 20%"
"T1_RUNE_CLOTH_EFF_1STAR","T1 Cloth Rune of Efficiency (1 Star)","1","1","Common","Cloth","Efficiency","1","Increases speed by 1%"
"T1_RUNE_CLOTH_EFF_2STAR","T1 Cloth Rune of Efficiency (2 Star)","1","2","Rare","Cloth","Efficiency","1.66","Increases speed by 1.66%"
"T1_RUNE_CLOTH_EFF_3STAR","T1 Cloth Rune of Efficiency (3 Star)","1","3","Legendary","Cloth","Efficiency","2.31","Increases speed by 2.31%"
"T2_RUNE_CLOTH_EFF_1STAR","T2 Cloth Rune of Efficiency (1 Star)","2","1","Common","Cloth","Efficiency","2.97","Increases speed by 2.97%"
"T2_RUNE_CLOTH_EFF_2STAR","T2 Cloth Rune of Efficiency (2 Star)","2","2","Rare","Cloth","Efficiency","3.62","Increases speed by 3.62%"
"T2_RUNE_CLOTH_EFF_3STAR","T2 Cloth Rune of Efficiency (3 Star)","2","3","Legendary","Cloth","Efficiency","4.28","Increases speed by 4.28%"
"T3_RUNE_CLOTH_EFF_1STAR","T3 Cloth Rune of Efficiency (1 Star)","3","1","Common","Cloth","Efficiency","4.93","Increases speed by 4.93%"
"T3_RUNE_CLOTH_EFF_2STAR","T3 Cloth Rune of Efficiency (2 Star)","3","2","Rare","Cloth","Efficiency","5.59","Increases speed by 5.59%"
"T3_RUNE_CLOTH_EFF_3STAR","T3 Cloth Rune of Efficiency (3 Star)","3","3","Legendary","Cloth","Efficiency","6.24","Increases speed by 6.24%"
"T4_RUNE_CLOTH_EFF_1STAR","T4 Cloth Rune of Efficiency (1 Star)","4","1","Common","Cloth","Efficiency","6.9","Increases speed by 6.9%"
"T4_RUNE_CLOTH_EFF_2STAR","T4 Cloth Rune of Efficiency (2 Star)","4","2","Rare","Cloth","Efficiency","7.55","Increases speed by 7.55%"
"T4_RUNE_CLOTH_EFF_3STAR","T4 Cloth Rune of Efficiency (3 Star)","4","3","Legendary","Cloth","Efficiency","8.21","Increases speed by 8.21%"
"T5_RUNE_CLOTH_EFF_1STAR","T5 Cloth Rune of Efficiency (1 Star)","5","1","Common","Cloth","Efficiency","8.86","Increases speed by 8.86%"
"T5_RUNE_CLOTH_EFF_2STAR","T5 Cloth Rune of Efficiency (2 Star)","5","2","Rare","Cloth","Efficiency","9.52","Increases speed by 9.52%"
"T5_RUNE_CLOTH_EFF_3STAR","T5 Cloth Rune of Efficiency (3 Star)","5","3","Legendary","Cloth","Efficiency","10.17","Increases speed by 10.17%"
"T6_RUNE_CLOTH_EFF_1STAR","T6 Cloth Rune of Efficiency (1 Star)","6","1","Common","Cloth","Efficiency","10.83","Increases speed by 10.83%"
"T6_RUNE_CLOTH_EFF_2STAR","T6 Cloth Rune of Efficiency (2 Star)","6","2","Rare","Cloth","Efficiency","11.48","Increases speed by 11.48%"
"T6_RUNE_CLOTH_EFF_3STAR","T6 Cloth Rune of Efficiency (3 Star)","6","3","Legendary","Cloth","Efficiency","12.14","Increases speed by 12.14%"
"T7_RUNE_CLOTH_EFF_1STAR","T7 Cloth Rune of Efficiency (1 Star)","7","1","Common","Cloth","Efficiency","12.79","Increases speed by 12.79%"
"T7_RUNE_CLOTH_EFF_2STAR","T7 Cloth Rune of Efficiency (2 Star)","7","2","Rare","Cloth","Efficiency","13.45","Increases speed by 13.45%"
"T7_RUNE_CLOTH_EFF_3STAR","T7 Cloth Rune of Efficiency (3 Star)","7","3","Legendary","Cloth","Efficiency","14.1","Increases speed by 14.1%"
"T8_RUNE_CLOTH_EFF_1STAR","T8 Cloth Rune of Efficiency (1 Star)","8","1","Common","Cloth","Efficiency","14.76","Increases speed by 14.76%"
"T8_RUNE_CLOTH_EFF_2STAR","T8 Cloth Rune of Efficiency (2 Star)","8","2","Rare","Cloth","Efficiency","15.41","Increases speed by 15.41%"
"T8_RUNE_CLOTH_EFF_3STAR","T8 Cloth Rune of Efficiency (3 Star)","8","3","Legendary","Cloth","Efficiency","16.07","Increases speed by 16.07%"
"T9_RUNE_CLOTH_EFF_1STAR","T9 Cloth Rune of Efficiency (1 Star)","9","1","Common","Cloth","Efficiency","16.72","Increases speed by 16.72%"
"T9_RUNE_CLOTH_EFF_2STAR","T9 Cloth Rune of Efficiency (2 Star)","9","2","Rare","Cloth","Efficiency","17.38","Increases speed by 17.38%"
"T9_RUNE_CLOTH_EFF_3STAR","T9 Cloth Rune of Efficiency (3 Star)","9","3","Legendary","Cloth","Efficiency","18.03","Increases speed by 18.03%"
"T10_RUNE_CLOTH_EFF_1STAR","T10 Cloth Rune of Efficiency (1 Star)","10","1","Common","Cloth","Efficiency","18.69","Increases speed by 18.69%"
"T10_RUNE_CLOTH_EFF_2STAR","T10 Cloth Rune of Efficiency (2 Star)","10","2","Rare","Cloth","Efficiency","19.34","Increases speed by 19.34%"
"T10_RUNE_CLOTH_EFF_3STAR","T10 Cloth Rune of Efficiency (3 Star)","10","3","Legendary","Cloth","Efficiency","20","Increases speed by 20%"
"T1_RUNE_EXTRACT_XP_1STAR","T1 Extract Rune of XP (1 Star)","1","1","Common","Extract","XP","1","Increases Extract XP by 1%"
"T1_RUNE_EXTRACT_XP_2STAR","T1 Extract Rune of XP (2 Star)","1","2","Rare","Extract","XP","1.66","Increases Extract XP by 1.66%"
"T1_RUNE_EXTRACT_XP_3STAR","T1 Extract Rune of XP (3 Star)","1","3","Legendary","Extract","XP","2.31","Increases Extract XP by 2.31%"
"T2_RUNE_EXTRACT_XP_1STAR","T2 Extract Rune of XP (1 Star)","2","1","Common","Extract","XP","2.97","Increases Extract XP by 2.97%"
"T2_RUNE_EXTRACT_XP_2STAR","T2 Extract Rune of XP (2 Star)","2","2","Rare","Extract","XP","3.62","Increases Extract XP by 3.62%"
"T2_RUNE_EXTRACT_XP_3STAR","T2 Extract Rune of XP (3 Star)","2","3","Legendary","Extract","XP","4.28","Increases Extract XP by 4.28%"
"T3_RUNE_EXTRACT_XP_1STAR","T3 Extract Rune of XP (1 Star)","3","1","Common","Extract","XP","4.93","Increases Extract XP by 4.93%"
"T3_RUNE_EXTRACT_XP_2STAR","T3 Extract Rune of XP (2 Star)","3","2","Rare","Extract","XP","5.59","Increases Extract XP by 5.59%"
"T3_RUNE_EXTRACT_XP_3STAR","T3 Extract Rune of XP (3 Star)","3","3","Legendary","Extract","XP","6.24","Increases Extract XP by 6.24%"
"T4_RUNE_EXTRACT_XP_1STAR","T4 Extract Rune of XP (1 Star)","4","1","Common","Extract","XP","6.9","Increases Extract XP by 6.9%"
"T4_RUNE_EXTRACT_XP_2STAR","T4 Extract Rune of XP (2 Star)","4","2","Rare","Extract","XP","7.55","Increases Extract XP by 7.55%"
"T4_RUNE_EXTRACT_XP_3STAR","T4 Extract Rune of XP (3 Star)","4","3","Legendary","Extract","XP","8.21","Increases Extract XP by 8.21%"
"T5_RUNE_EXTRACT_XP_1STAR","T5 Extract Rune of XP (1 Star)","5","1","Common","Extract","XP","8.86","Increases Extract XP by 8.86%"
"T5_RUNE_EXTRACT_XP_2STAR","T5 Extract Rune of XP (2 Star)","5","2","Rare","Extract","XP","9.52","Increases Extract XP by 9.52%"
"T5_RUNE_EXTRACT_XP_3STAR","T5 Extract Rune of XP (3 Star)","5","3","Legendary","Extract","XP","10.17","Increases Extract XP by 10.17%"
"T6_RUNE_EXTRACT_XP_1STAR","T6 Extract Rune of XP (1 Star)","6","1","Common","Extract","XP","10.83","Increases Extract XP by 10.83%"
"T6_RUNE_EXTRACT_XP_2STAR","T6 Extract Rune of XP (2 Star)","6","2","Rare","Extract","XP","11.48","Increases Extract XP by 11.48%"
"T6_RUNE_EXTRACT_XP_3STAR","T6 Extract Rune of XP (3 Star)","6","3","Legendary","Extract","XP","12.14","Increases Extract XP by 12.14%"
"T7_RUNE_EXTRACT_XP_1STAR","T7 Extract Rune of XP (1 Star)","7","1","Common","Extract","XP","12.79","Increases Extract XP by 12.79%"
"T7_RUNE_EXTRACT_XP_2STAR","T7 Extract Rune of XP (2 Star)","7","2","Rare","Extract","XP","13.45","Increases Extract XP by 13.45%"
"T7_RUNE_EXTRACT_XP_3STAR","T7 Extract Rune of XP (3 Star)","7","3","Legendary","Extract","XP","14.1","Increases Extract XP by 14.1%"
"T8_RUNE_EXTRACT_XP_1STAR","T8 Extract Rune of XP (1 Star)","8","1","Common","Extract","XP","14.76","Increases Extract XP by 14.76%"
"T8_RUNE_EXTRACT_XP_2STAR","T8 Extract Rune of XP (2 Star)","8","2","Rare","Extract","XP","15.41","Increases Extract XP by 15.41%"
"T8_RUNE_EXTRACT_XP_3STAR","T8 Extract Rune of XP (3 Star)","8","3","Legendary","Extract","XP","16.07","Increases Extract XP by 16.07%"
"T9_RUNE_EXTRACT_XP_1STAR","T9 Extract Rune of XP (1 Star)","9","1","Common","Extract","XP","16.72","Increases Extract XP by 16.72%"
"T9_RUNE_EXTRACT_XP_2STAR","T9 Extract Rune of XP (2 Star)","9","2","Rare","Extract","XP","17.38","Increases Extract XP by 17.38%"
"T9_RUNE_EXTRACT_XP_3STAR","T9 Extract Rune of XP (3 Star)","9","3","Legendary","Extract","XP","18.03","Increases Extract XP by 18.03%"
"T10_RUNE_EXTRACT_XP_1STAR","T10 Extract Rune of XP (1 Star)","10","1","Common","Extract","XP","18.69","Increases Extract XP by 18.69%"
"T10_RUNE_EXTRACT_XP_2STAR","T10 Extract Rune of XP (2 Star)","10","2","Rare","Extract","XP","19.34","Increases Extract XP by 19.34%"
"T10_RUNE_EXTRACT_XP_3STAR","T10 Extract Rune of XP (3 Star)","10","3","Legendary","Extract","XP","20","Increases Extract XP by 20%"
"T1_RUNE_EXTRACT_COPY_1STAR","T1 Extract Rune of Duplication (1 Star)","1","1","Common","Extract","Duplication","1","Increases Extract Duplication by 1%"
"T1_RUNE_EXTRACT_COPY_2STAR","T1 Extract Rune of Duplication (2 Star)","1","2","Rare","Extract","Duplication","1.66","Increases Extract Duplication by 1.66%"
"T1_RUNE_EXTRACT_COPY_3STAR","T1 Extract Rune of Duplication (3 Star)","1","3","Legendary","Extract","Duplication","2.31","Increases Extract Duplication by 2.31%"
"T2_RUNE_EXTRACT_COPY_1STAR","T2 Extract Rune of Duplication (1 Star)","2","1","Common","Extract","Duplication","2.97","Increases Extract Duplication by 2.97%"
"T2_RUNE_EXTRACT_COPY_2STAR","T2 Extract Rune of Duplication (2 Star)","2","2","Rare","Extract","Duplication","3.62","Increases Extract Duplication by 3.62%"
"T2_RUNE_EXTRACT_COPY_3STAR","T2 Extract Rune of Duplication (3 Star)","2","3","Legendary","Extract","Duplication","4.28","Increases Extract Duplication by 4.28%"
"T3_RUNE_EXTRACT_COPY_1STAR","T3 Extract Rune of Duplication (1 Star)","3","1","Common","Extract","Duplication","4.93","Increases Extract Duplication by 4.93%"
"T3_RUNE_EXTRACT_COPY_2STAR","T3 Extract Rune of Duplication (2 Star)","3","2","Rare","Extract","Duplication","5.59","Increases Extract Duplication by 5.59%"
"T3_RUNE_EXTRACT_COPY_3STAR","T3 Extract Rune of Duplication (3 Star)","3","3","Legendary","Extract","Duplication","6.24","Increases Extract Duplication by 6.24%"
"T4_RUNE_EXTRACT_COPY_1STAR","T4 Extract Rune of Duplication (1 Star)","4","1","Common","Extract","Duplication","6.9","Increases Extract Duplication by 6.9%"
"T4_RUNE_EXTRACT_COPY_2STAR","T4 Extract Rune of Duplication (2 Star)","4","2","Rare","Extract","Duplication","7.55","Increases Extract Duplication by 7.55%"
"T4_RUNE_EXTRACT_COPY_3STAR","T4 Extract Rune of Duplication (3 Star)","4","3","Legendary","Extract","Duplication","8.21","Increases Extract Duplication by 8.21%"
"T5_RUNE_EXTRACT_COPY_1STAR","T5 Extract Rune of Duplication (1 Star)","5","1","Common","Extract","Duplication","8.86","Increases Extract Duplication by 8.86%"
"T5_RUNE_EXTRACT_COPY_2STAR","T5 Extract Rune of Duplication (2 Star)","5","2","Rare","Extract","Duplication","9.52","Increases Extract Duplication by 9.52%"
"T5_RUNE_EXTRACT_COPY_3STAR","T5 Extract Rune of Duplication (3 Star)","5","3","Legendary","Extract","Duplication","10.17","Increases Extract Duplication by 10.17%"
"T6_RUNE_EXTRACT_COPY_1STAR","T6 Extract Rune of Duplication (1 Star)","6","1","Common","Extract","Duplication","10.83","Increases Extract Duplication by 10.83%"
"T6_RUNE_EXTRACT_COPY_2STAR","T6 Extract Rune of Duplication (2 Star)","6","2","Rare","Extract","Duplication","11.48","Increases Extract Duplication by 11.48%"
"T6_RUNE_EXTRACT_COPY_3STAR","T6 Extract Rune of Duplication (3 Star)","6","3","Legendary","Extract","Duplication","12.14","Increases Extract Duplication by 12.14%"
"T7_RUNE_EXTRACT_COPY_1STAR","T7 Extract Rune of Duplication (1 Star)","7","1","Common","Extract","Duplication","12.79","Increases Extract Duplication by 12.79%"
"T7_RUNE_EXTRACT_COPY_2STAR","T7 Extract Rune of Duplication (2 Star)","7","2","Rare","Extract","Duplication","13.45","Increases Extract Duplication by 13.45%"
"T7_RUNE_EXTRACT_COPY_3STAR","T7 Extract Rune of Duplication (3 Star)","7","3","Legendary","Extract","Duplication","14.1","Increases Extract Duplication by 14.1%"
"T8_RUNE_EXTRACT_COPY_1STAR","T8 Extract Rune of Duplication (1 Star)","8","1","Common","Extract","Duplication","14.76","Increases Extract Duplication by 14.76%"
"T8_RUNE_EXTRACT_COPY_2STAR","T8 Extract Rune of Duplication (2 Star)","8","2","Rare","Extract","Duplication","15.41","Increases Extract Duplication by 15.41%"
"T8_RUNE_EXTRACT_COPY_3STAR","T8 Extract Rune of Duplication (3 Star)","8","3","Legendary","Extract","Duplication","16.07","Increases Extract Duplication by 16.07%"
"T9_RUNE_EXTRACT_COPY_1STAR","T9 Extract Rune of Duplication (1 Star)","9","1","Common","Extract","Duplication","16.72","Increases Extract Duplication by 16.72%"
"T9_RUNE_EXTRACT_COPY_2STAR","T9 Extract Rune of Duplication (2 Star)","9","2","Rare","Extract","Duplication","17.38","Increases Extract Duplication by 17.38%"
"T9_RUNE_EXTRACT_COPY_3STAR","T9 Extract Rune of Duplication (3 Star)","9","3","Legendary","Extract","Duplication","18.03","Increases Extract Duplication by 18.03%"
"T10_RUNE_EXTRACT_COPY_1STAR","T10 Extract Rune of Duplication (1 Star)","10","1","Common","Extract","Duplication","18.69","Increases Extract Duplication by 18.69%"
"T10_RUNE_EXTRACT_COPY_2STAR","T10 Extract Rune of Duplication (2 Star)","10","2","Rare","Extract","Duplication","19.34","Increases Extract Duplication by 19.34%"
"T10_RUNE_EXTRACT_COPY_3STAR","T10 Extract Rune of Duplication (3 Star)","10","3","Legendary","Extract","Duplication","20","Increases Extract Duplication by 20%"
"T1_RUNE_EXTRACT_EFF_1STAR","T1 Extract Rune of Efficiency (1 Star)","1","1","Common","Extract","Efficiency","1","Increases speed by 1%"
"T1_RUNE_EXTRACT_EFF_2STAR","T1 Extract Rune of Efficiency (2 Star)","1","2","Rare","Extract","Efficiency","1.66","Increases speed by 1.66%"
"T1_RUNE_EXTRACT_EFF_3STAR","T1 Extract Rune of Efficiency (3 Star)","1","3","Legendary","Extract","Efficiency","2.31","Increases speed by 2.31%"
"T2_RUNE_EXTRACT_EFF_1STAR","T2 Extract Rune of Efficiency (1 Star)","2","1","Common","Extract","Efficiency","2.97","Increases speed by 2.97%"
"T2_RUNE_EXTRACT_EFF_2STAR","T2 Extract Rune of Efficiency (2 Star)","2","2","Rare","Extract","Efficiency","3.62","Increases speed by 3.62%"
"T2_RUNE_EXTRACT_EFF_3STAR","T2 Extract Rune of Efficiency (3 Star)","2","3","Legendary","Extract","Efficiency","4.28","Increases speed by 4.28%"
"T3_RUNE_EXTRACT_EFF_1STAR","T3 Extract Rune of Efficiency (1 Star)","3","1","Common","Extract","Efficiency","4.93","Increases speed by 4.93%"
"T3_RUNE_EXTRACT_EFF_2STAR","T3 Extract Rune of Efficiency (2 Star)","3","2","Rare","Extract","Efficiency","5.59","Increases speed by 5.59%"
"T3_RUNE_EXTRACT_EFF_3STAR","T3 Extract Rune of Efficiency (3 Star)","3","3","Legendary","Extract","Efficiency","6.24","Increases speed by 6.24%"
"T4_RUNE_EXTRACT_EFF_1STAR","T4 Extract Rune of Efficiency (1 Star)","4","1","Common","Extract","Efficiency","6.9","Increases speed by 6.9%"
"T4_RUNE_EXTRACT_EFF_2STAR","T4 Extract Rune of Efficiency (2 Star)","4","2","Rare","Extract","Efficiency","7.55","Increases speed by 7.55%"
"T4_RUNE_EXTRACT_EFF_3STAR","T4 Extract Rune of Efficiency (3 Star)","4","3","Legendary","Extract","Efficiency","8.21","Increases speed by 8.21%"
"T5_RUNE_EXTRACT_EFF_1STAR","T5 Extract Rune of Efficiency (1 Star)","5","1","Common","Extract","Efficiency","8.86","Increases speed by 8.86%"
"T5_RUNE_EXTRACT_EFF_2STAR","T5 Extract Rune of Efficiency (2 Star)","5","2","Rare","Extract","Efficiency","9.52","Increases speed by 9.52%"
"T5_RUNE_EXTRACT_EFF_3STAR","T5 Extract Rune of Efficiency (3 Star)","5","3","Legendary","Extract","Efficiency","10.17","Increases speed by 10.17%"
"T6_RUNE_EXTRACT_EFF_1STAR","T6 Extract Rune of Efficiency (1 Star)","6","1","Common","Extract","Efficiency","10.83","Increases speed by 10.83%"
"T6_RUNE_EXTRACT_EFF_2STAR","T6 Extract Rune of Efficiency (2 Star)","6","2","Rare","Extract","Efficiency","11.48","Increases speed by 11.48%"
"T6_RUNE_EXTRACT_EFF_3STAR","T6 Extract Rune of Efficiency (3 Star)","6","3","Legendary","Extract","Efficiency","12.14","Increases speed by 12.14%"
"T7_RUNE_EXTRACT_EFF_1STAR","T7 Extract Rune of Efficiency (1 Star)","7","1","Common","Extract","Efficiency","12.79","Increases speed by 12.79%"
"T7_RUNE_EXTRACT_EFF_2STAR","T7 Extract Rune of Efficiency (2 Star)","7","2","Rare","Extract","Efficiency","13.45","Increases speed by 13.45%"
"T7_RUNE_EXTRACT_EFF_3STAR","T7 Extract Rune of Efficiency (3 Star)","7","3","Legendary","Extract","Efficiency","14.1","Increases speed by 14.1%"
"T8_RUNE_EXTRACT_EFF_1STAR","T8 Extract Rune of Efficiency (1 Star)","8","1","Common","Extract","Efficiency","14.76","Increases speed by 14.76%"
"T8_RUNE_EXTRACT_EFF_2STAR","T8 Extract Rune of Efficiency (2 Star)","8","2","Rare","Extract","Efficiency","15.41","Increases speed by 15.41%"
"T8_RUNE_EXTRACT_EFF_3STAR","T8 Extract Rune of Efficiency (3 Star)","8","3","Legendary","Extract","Efficiency","16.07","Increases speed by 16.07%"
"T9_RUNE_EXTRACT_EFF_1STAR","T9 Extract Rune of Efficiency (1 Star)","9","1","Common","Extract","Efficiency","16.72","Increases speed by 16.72%"
"T9_RUNE_EXTRACT_EFF_2STAR","T9 Extract Rune of Efficiency (2 Star)","9","2","Rare","Extract","Efficiency","17.38","Increases speed by 17.38%"
"T9_RUNE_EXTRACT_EFF_3STAR","T9 Extract Rune of Efficiency (3 Star)","9","3","Legendary","Extract","Efficiency","18.03","Increases speed by 18.03%"
"T10_RUNE_EXTRACT_EFF_1STAR","T10 Extract Rune of Efficiency (1 Star)","10","1","Common","Extract","Efficiency","18.69","Increases speed by 18.69%"
"T10_RUNE_EXTRACT_EFF_2STAR","T10 Extract Rune of Efficiency (2 Star)","10","2","Rare","Extract","Efficiency","19.34","Increases speed by 19.34%"
"T10_RUNE_EXTRACT_EFF_3STAR","T10 Extract Rune of Efficiency (3 Star)","10","3","Legendary","Extract","Efficiency","20","Increases speed by 20%"
"T1_RUNE_WARRIOR_XP_1STAR","T1 Warrior Rune of XP (1 Star)","1","1","Common","Warrior","XP","1","Increases Warrior XP by 1%"
"T1_RUNE_WARRIOR_XP_2STAR","T1 Warrior Rune of XP (2 Star)","1","2","Rare","Warrior","XP","1.66","Increases Warrior XP by 1.66%"
"T1_RUNE_WARRIOR_XP_3STAR","T1 Warrior Rune of XP (3 Star)","1","3","Legendary","Warrior","XP","2.31","Increases Warrior XP by 2.31%"
"T2_RUNE_WARRIOR_XP_1STAR","T2 Warrior Rune of XP (1 Star)","2","1","Common","Warrior","XP","2.97","Increases Warrior XP by 2.97%"
"T2_RUNE_WARRIOR_XP_2STAR","T2 Warrior Rune of XP (2 Star)","2","2","Rare","Warrior","XP","3.62","Increases Warrior XP by 3.62%"
"T2_RUNE_WARRIOR_XP_3STAR","T2 Warrior Rune of XP (3 Star)","2","3","Legendary","Warrior","XP","4.28","Increases Warrior XP by 4.28%"
"T3_RUNE_WARRIOR_XP_1STAR","T3 Warrior Rune of XP (1 Star)","3","1","Common","Warrior","XP","4.93","Increases Warrior XP by 4.93%"
"T3_RUNE_WARRIOR_XP_2STAR","T3 Warrior Rune of XP (2 Star)","3","2","Rare","Warrior","XP","5.59","Increases Warrior XP by 5.59%"
"T3_RUNE_WARRIOR_XP_3STAR","T3 Warrior Rune of XP (3 Star)","3","3","Legendary","Warrior","XP","6.24","Increases Warrior XP by 6.24%"
"T4_RUNE_WARRIOR_XP_1STAR","T4 Warrior Rune of XP (1 Star)","4","1","Common","Warrior","XP","6.9","Increases Warrior XP by 6.9%"
"T4_RUNE_WARRIOR_XP_2STAR","T4 Warrior Rune of XP (2 Star)","4","2","Rare","Warrior","XP","7.55","Increases Warrior XP by 7.55%"
"T4_RUNE_WARRIOR_XP_3STAR","T4 Warrior Rune of XP (3 Star)","4","3","Legendary","Warrior","XP","8.21","Increases Warrior XP by 8.21%"
"T5_RUNE_WARRIOR_XP_1STAR","T5 Warrior Rune of XP (1 Star)","5","1","Common","Warrior","XP","8.86","Increases Warrior XP by 8.86%"
"T5_RUNE_WARRIOR_XP_2STAR","T5 Warrior Rune of XP (2 Star)","5","2","Rare","Warrior","XP","9.52","Increases Warrior XP by 9.52%"
"T5_RUNE_WARRIOR_XP_3STAR","T5 Warrior Rune of XP (3 Star)","5","3","Legendary","Warrior","XP","10.17","Increases Warrior XP by 10.17%"
"T6_RUNE_WARRIOR_XP_1STAR","T6 Warrior Rune of XP (1 Star)","6","1","Common","Warrior","XP","10.83","Increases Warrior XP by 10.83%"
"T6_RUNE_WARRIOR_XP_2STAR","T6 Warrior Rune of XP (2 Star)","6","2","Rare","Warrior","XP","11.48","Increases Warrior XP by 11.48%"
"T6_RUNE_WARRIOR_XP_3STAR","T6 Warrior Rune of XP (3 Star)","6","3","Legendary","Warrior","XP","12.14","Increases Warrior XP by 12.14%"
"T7_RUNE_WARRIOR_XP_1STAR","T7 Warrior Rune of XP (1 Star)","7","1","Common","Warrior","XP","12.79","Increases Warrior XP by 12.79%"
"T7_RUNE_WARRIOR_XP_2STAR","T7 Warrior Rune of XP (2 Star)","7","2","Rare","Warrior","XP","13.45","Increases Warrior XP by 13.45%"
"T7_RUNE_WARRIOR_XP_3STAR","T7 Warrior Rune of XP (3 Star)","7","3","Legendary","Warrior","XP","14.1","Increases Warrior XP by 14.1%"
"T8_RUNE_WARRIOR_XP_1STAR","T8 Warrior Rune of XP (1 Star)","8","1","Common","Warrior","XP","14.76","Increases Warrior XP by 14.76%"
"T8_RUNE_WARRIOR_XP_2STAR","T8 Warrior Rune of XP (2 Star)","8","2","Rare","Warrior","XP","15.41","Increases Warrior XP by 15.41%"
"T8_RUNE_WARRIOR_XP_3STAR","T8 Warrior Rune of XP (3 Star)","8","3","Legendary","Warrior","XP","16.07","Increases Warrior XP by 16.07%"
"T9_RUNE_WARRIOR_XP_1STAR","T9 Warrior Rune of XP (1 Star)","9","1","Common","Warrior","XP","16.72","Increases Warrior XP by 16.72%"
"T9_RUNE_WARRIOR_XP_2STAR","T9 Warrior Rune of XP (2 Star)","9","2","Rare","Warrior","XP","17.38","Increases Warrior XP by 17.38%"
